"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-12-01 11:00","2016","12","01","11:00","‡","5.6","","3.6","","87","","9","","7","","48.3","","102.44","","","","","","NA"
"2016-12-01 12:00","2016","12","01","12:00","‡","6.4","","4.1","","85","","10","","11","","32.2","","102.44","","","","","","NA"
"2016-12-01 13:00","2016","12","01","13:00","‡","7.4","","4.5","","82","","9","","9","","32.2","","102.49","","","","","","Cloudy"
"2016-12-01 14:00","2016","12","01","14:00","‡","6.9","","4.9","","87","","10","","16","","24.1","","102.49","","","","","","Rain Showers"
"2016-12-01 15:00","2016","12","01","15:00","‡","6.7","","5.2","","90","","9","","15","","24.1","","102.51","","","","","","Rain"
"2016-12-01 16:00","2016","12","01","16:00","‡","6.5","","5.0","","90","","8","","12","","24.1","","102.56","","","","","","Rain"
"2016-12-01 17:00","2016","12","01","17:00","‡","6.2","","5.2","","93","","9","","14","","24.1","","102.58","","","","","","Rain"
"2016-12-01 18:00","2016","12","01","18:00","‡","6.1","","5.1","","93","","7","","16","","24.1","","102.62","","","","","","NA"
"2016-12-01 19:00","2016","12","01","19:00","‡","5.9","","4.9","","93","","7","","16","","16.1","","102.61","","","","","","Cloudy"
"2016-12-01 20:00","2016","12","01","20:00","‡","5.5","","4.6","","94","","8","","19","","4.8","","102.63","","","","","","Drizzle,Fog"
"2016-12-01 21:00","2016","12","01","21:00","‡","5.6","","5.0","","96","","7","","17","","6.4","","102.59","","","","","","Rain,Drizzle,Fog"
"2016-12-01 22:00","2016","12","01","22:00","‡","5.6","","4.7","","94","","7","","17","","12.9","","102.57","","","","","","Rain"
"2016-12-01 23:00","2016","12","01","23:00","‡","5.6","","4.9","","95","","7","","19","","24.1","","102.60","","","","","","NA"
"2016-12-02 00:00","2016","12","02","00:00","‡","5.5","","4.9","","96","","7","","17","","9.7","","102.58","","","","","","Fog"
"2016-12-02 01:00","2016","12","02","01:00","‡","5.4","","5.0","","97","","7","","17","","4.8","","102.56","","","","","","Drizzle,Fog"
"2016-12-02 02:00","2016","12","02","02:00","‡","5.4","","5.0","","97","","7","","18","","9.7","","102.52","","","","","","Rain,Fog"
"2016-12-02 03:00","2016","12","02","03:00","‡","5.6","","4.9","","95","","7","","19","","16.1","","102.46","","","","","","Rain"
"2016-12-02 04:00","2016","12","02","04:00","‡","5.7","","5.0","","95","","8","","17","","12.9","","102.42","","","","","","Rain"
"2016-12-02 05:00","2016","12","02","05:00","‡","5.8","","5.1","","95","","7","","20","","16.1","","102.37","","","","","","Rain"
"2016-12-02 06:00","2016","12","02","06:00","‡","6.0","","5.1","","94","","8","","23","","16.1","","102.35","","","","","","Rain"
"2016-12-02 07:00","2016","12","02","07:00","‡","6.2","","5.3","","94","","8","","18","","19.3","","102.29","","","","","","Rain"
"2016-12-02 08:00","2016","12","02","08:00","‡","6.2","","5.5","","95","","9","","22","","8.1","","102.25","","","","","","Rain,Fog"
"2016-12-02 09:00","2016","12","02","09:00","‡","6.3","","5.7","","96","","9","","22","","19.3","","102.17","","","","","","Rain"
"2016-12-02 10:00","2016","12","02","10:00","‡","6.7","","6.1","","96","","8","","23","","8.1","","102.07","","","","","","Rain,Fog"
"2016-12-02 11:00","2016","12","02","11:00","‡","8.1","","6.7","","91","","11","","32","","24.1","","101.96","","","","","","NA"
"2016-12-02 12:00","2016","12","02","12:00","‡","8.2","","6.7","","90","","13","","31","","16.1","","101.84","","","","","","Rain"
"2016-12-02 13:00","2016","12","02","13:00","‡","8.0","","6.9","","93","","12","","29","","6.4","","101.73","","","","","","Rain,Drizzle,Fog"
"2016-12-02 14:00","2016","12","02","14:00","‡","7.9","","7.2","","95","","13","","34","","3.2","","101.64","","","","","","Rain,Drizzle,Fog"
"2016-12-02 15:00","2016","12","02","15:00","‡","8.1","","7.4","","95","","15","","27","","16.1","","101.63","","","","","","Rain"
"2016-12-02 16:00","2016","12","02","16:00","‡","8.2","","7.3","","94","","15","","24","","24.1","","101.59","","","","","","Cloudy"
"2016-12-02 17:00","2016","12","02","17:00","‡","7.9","","6.9","","93","","13","","16","","24.1","","101.58","","","","","","NA"
"2016-12-02 18:00","2016","12","02","18:00","‡","7.8","","7.1","","95","","8","","14","","24.1","","101.55","","","","","","NA"
"2016-12-02 19:00","2016","12","02","19:00","‡","8.2","","6.7","","90","","22","","24","","24.1","","101.58","","","","","","Mostly Cloudy"
"2016-12-02 20:00","2016","12","02","20:00","‡","7.2","","5.8","","91","","25","","18","","32.2","","101.63","","","","","","NA"
"2016-12-02 21:00","2016","12","02","21:00","‡","7.7","","4.8","","82","","28","","21","","32.2","","101.71","","","","","","NA"
"2016-12-02 22:00","2016","12","02","22:00","‡","7.3","","4.6","","83","","26","","16","","32.2","","101.77","","","","","","Mainly Clear"
"2016-12-02 23:00","2016","12","02","23:00","‡","6.1","","4.3","","88","","26","","12","","32.2","","101.86","","","","","","NA"
"2016-12-03 00:00","2016","12","03","00:00","‡","7.1","","5.6","","90","","26","","16","","32.2","","101.95","","","","","","NA"
"2016-12-03 01:00","2016","12","03","01:00","‡","6.3","","5.3","","93","","28","","17","","32.2","","101.98","","","","","","Mainly Clear"
"2016-12-03 02:00","2016","12","03","02:00","‡","6.1","","5.1","","93","","26","","14","","32.2","","102.03","","","","","","NA"
"2016-12-03 03:00","2016","12","03","03:00","‡","5.4","","4.2","","92","","27","","15","","32.2","","102.11","","","","","","NA"
"2016-12-03 04:00","2016","12","03","04:00","‡","6.1","","4.8","","91","","21","","17","","32.2","","102.14","","","","","","Mainly Clear"
"2016-12-03 05:00","2016","12","03","05:00","‡","3.2","","2.2","","93","","12","","9","","32.2","","102.16","","","","","","NA"
"2016-12-03 06:00","2016","12","03","06:00","‡","3.1","","2.4","","95","","7","","10","","32.2","","102.16","","","","","","NA"
"2016-12-03 07:00","2016","12","03","07:00","‡","3.4","","3.0","","97","","7","","8","","48.3","","102.23","","","","","","Mostly Cloudy"
"2016-12-03 08:00","2016","12","03","08:00","‡","2.8","","2.4","","97","","8","","12","","48.3","","102.21","","","","","","NA"
"2016-12-03 09:00","2016","12","03","09:00","‡","4.4","","3.7","","95","","10","","13","","48.3","","102.23","","","","","","NA"
"2016-12-03 10:00","2016","12","03","10:00","‡","6.0","","4.3","","89","","8","","12","","32.2","","102.23","","","","","","Cloudy"
"2016-12-03 11:00","2016","12","03","11:00","‡","7.6","","4.4","","80","","13","","11","","32.2","","102.25","","","","","","NA"
"2016-12-03 12:00","2016","12","03","12:00","‡","8.1","","4.9","","80","","14","","7","","32.2","","102.24","","","","","","NA"
"2016-12-03 13:00","2016","12","03","13:00","‡","8.2","","5.2","","81","","13","","8","","32.2","","102.15","","","","","","Rain"
"2016-12-03 14:00","2016","12","03","14:00","‡","8.0","","5.3","","83","","18","","11","","32.2","","102.12","","","","","","Rain Showers"
"2016-12-03 15:00","2016","12","03","15:00","‡","7.8","","5.3","","84","","19","","18","","24.1","","102.07","","","","","","Rain Showers"
"2016-12-03 16:00","2016","12","03","16:00","‡","7.6","","5.3","","85","","18","","17","","24.1","","102.01","","","","","","Rain"
"2016-12-03 17:00","2016","12","03","17:00","‡","7.0","","5.5","","90","","18","","14","","19.3","","101.93","","","","","","Rain"
"2016-12-03 18:00","2016","12","03","18:00","‡","6.5","","5.5","","93","","14","","8","","24.1","","101.84","","","","","","Rain"
"2016-12-03 19:00","2016","12","03","19:00","‡","6.6","","5.4","","92","","19","","12","","16.1","","101.75","","","","","","Rain"
"2016-12-03 20:00","2016","12","03","20:00","‡","6.2","","5.3","","94","","18","","8","","19.3","","101.68","","","","","","Rain"
"2016-12-03 21:00","2016","12","03","21:00","‡","6.5","","5.3","","92","","22","","11","","16.1","","101.65","","","","","","Rain"
"2016-12-03 22:00","2016","12","03","22:00","‡","6.3","","4.8","","90","","19","","13","","16.1","","101.59","","","","","","Rain"
"2016-12-03 23:00","2016","12","03","23:00","‡","6.2","","4.2","","87","","22","","21","","19.3","","101.52","","","","","","NA"
"2016-12-04 00:00","2016","12","04","00:00","‡","5.9","","3.9","","87","","27","","20","","19.3","","101.51","","","","","","NA"
"2016-12-04 01:00","2016","12","04","01:00","‡","5.5","","3.2","","85","","27","","19","","19.3","","101.47","","","","","","Cloudy"
"2016-12-04 02:00","2016","12","04","02:00","‡","5.1","","2.5","","83","","27","","21","","24.1","","101.42","","","","","","NA"
"2016-12-04 03:00","2016","12","04","03:00","‡","5.2","","2.0","","80","","28","","26","","24.1","","101.39","","","","","","NA"
"2016-12-04 04:00","2016","12","04","04:00","‡","4.9","","1.8","","80","","29","","35","","24.1","","101.39","","","","","","Rain Showers"
"2016-12-04 05:00","2016","12","04","05:00","‡","4.6","","1.3","","79","","28","","41","","24.1","","101.34","","","","","","NA"
"2016-12-04 06:00","2016","12","04","06:00","‡","4.3","","0.1","","74","","29","","47","","24.1","","101.34","","","","","","NA"
"2016-12-04 07:00","2016","12","04","07:00","‡","4.0","","0.2","","76","","29","","37","","24.1","","101.38","","","","","","Mainly Clear"
"2016-12-04 08:00","2016","12","04","08:00","‡","3.9","","-0.1","","75","","30","","41","","48.3","","101.40","","","","","","NA"
"2016-12-04 09:00","2016","12","04","09:00","‡","4.2","","-0.4","","72","","29","","46","","48.3","","101.37","","","","","","NA"
"2016-12-04 10:00","2016","12","04","10:00","‡","4.9","","0.3","","72","","29","","49","","48.3","","101.46","","","","","","Clear"
"2016-12-04 11:00","2016","12","04","11:00","‡","5.3","","0.1","","69","","30","","41","","48.3","","101.52","","","","","","NA"
"2016-12-04 12:00","2016","12","04","12:00","‡","5.8","","0.6","","69","","30","","40","","48.3","","101.56","","","","","","NA"
"2016-12-04 13:00","2016","12","04","13:00","‡","6.0","","1.2","","71","","30","","32","","48.3","","101.60","","","","","","Mainly Clear"
"2016-12-04 14:00","2016","12","04","14:00","‡","5.7","","0.9","","71","","30","","30","","48.3","","101.59","","","","","","NA"
"2016-12-04 15:00","2016","12","04","15:00","‡","5.7","","0.3","","68","","30","","22","","48.3","","101.62","","","","","","NA"
"2016-12-04 16:00","2016","12","04","16:00","‡","4.8","","-0.2","","70","","28","","26","","48.3","","101.67","","","","","","Mostly Cloudy"
"2016-12-04 17:00","2016","12","04","17:00","‡","4.7","","-0.3","","70","","28","","27","","48.3","","101.70","","","","","","NA"
"2016-12-04 18:00","2016","12","04","18:00","‡","4.5","","-1.3","","66","","30","","25","","48.3","","101.75","","","","","","NA"
"2016-12-04 19:00","2016","12","04","19:00","‡","3.0","","0.6","","84","","33","","18","","32.2","","101.74","","","","","","Mainly Clear"
"2016-12-04 20:00","2016","12","04","20:00","‡","1.5","","-1.1","","83","","5","","7","","32.2","","101.78","","","","","","NA"
"2016-12-04 21:00","2016","12","04","21:00","‡","1.5","","-1.2","","82","","9","","7","","32.2","","101.83","","","","","","NA"
"2016-12-04 22:00","2016","12","04","22:00","‡","0.6","","-1.0","","89","","10","","13","","32.2","","101.86","","","","","","Mainly Clear"
"2016-12-04 23:00","2016","12","04","23:00","‡","0.5","","-0.8","","91","","8","","11","","32.2","","101.92","","","","","","NA"
"2016-12-05 00:00","2016","12","05","00:00","‡","1.3","","0.1","","92","","7","","14","","32.2","","101.90","","","","","","NA"
"2016-12-05 01:00","2016","12","05","01:00","‡","1.4","","-0.1","","90","","7","","13","","32.2","","101.86","","","","","","Mostly Cloudy"
"2016-12-05 02:00","2016","12","05","02:00","‡","1.4","","0.1","","91","","8","","11","","32.2","","101.85","","","","","","NA"
"2016-12-05 03:00","2016","12","05","03:00","‡","2.4","","0.3","","86","","8","","17","","32.2","","101.83","","","","","","NA"
"2016-12-05 04:00","2016","12","05","04:00","‡","2.1","","0.6","","90","","7","","22","","24.1","","101.78","","","","","","Cloudy"
"2016-12-05 05:00","2016","12","05","05:00","‡","1.4","","0.5","","94","","8","","20","","16.1","","101.76","","","","","","Rain Showers"
"2016-12-05 06:00","2016","12","05","06:00","‡","0.3","","-0.1","","97","","9","","16","","3.2","","101.74","","","","","","Snow Showers"
"2016-12-05 07:00","2016","12","05","07:00","‡","0.2","","-0.1","","98","","6","","14","","1.6","","101.71","","","","","","Snow"
"2016-12-05 08:00","2016","12","05","08:00","‡","0.9","","0.5","","97","","8","","22","","12.9","","101.67","","","","","","Snow"
"2016-12-05 09:00","2016","12","05","09:00","‡","1.2","","0.3","","94","","8","","25","","11.3","","101.63","","","","","","Snow"
"2016-12-05 10:00","2016","12","05","10:00","‡","0.8","","0.1","","95","","9","","26","","4.0","","101.64","","","","","","Snow"
"2016-12-05 11:00","2016","12","05","11:00","‡","0.6","","0.2","","97","","10","","21","","4.0","","101.65","","","","","","Snow"
"2016-12-05 12:00","2016","12","05","12:00","‡","0.6","","0.2","","97","","9","","22","","2.0","","101.64","","","","","","Snow"
"2016-12-05 13:00","2016","12","05","13:00","‡","1.1","","0.5","","96","","8","","18","","8.1","","101.61","","","","","","Rain,Fog"
"2016-12-05 14:00","2016","12","05","14:00","‡","1.0","","0.4","","96","","8","","16","","4.8","","101.61","","","","","","Rain,Fog"
"2016-12-05 15:00","2016","12","05","15:00","‡","1.4","","0.7","","95","","9","","19","","12.9","","101.61","","","","","","Fog"
"2016-12-05 16:00","2016","12","05","16:00","‡","1.1","","0.5","","96","","7","","19","","24.1","","101.60","","","","","","Cloudy"
"2016-12-05 17:00","2016","12","05","17:00","‡","1.3","","0.6","","95","","8","","18","","24.1","","101.62","","","","","","NA"
"2016-12-05 18:00","2016","12","05","18:00","‡","1.1","","0.2","","94","","8","","19","","24.1","","101.64","","","","","","NA"
"2016-12-05 19:00","2016","12","05","19:00","‡","1.0","","0.1","","94","","11","","20","","19.3","","101.68","","","","","","Mostly Cloudy"
"2016-12-05 20:00","2016","12","05","20:00","‡","0.6","","0.2","","97","","13","","9","","8.1","","101.70","","","","","","Rain Showers,Snow Showers"
"2016-12-05 21:00","2016","12","05","21:00","‡","1.2","","0.5","","95","","10","","5","","19.3","","101.73","","","","","","NA"
"2016-12-05 22:00","2016","12","05","22:00","‡","0.5","","-0.1","","96","","36","","2","","24.1","","101.76","","","","","","Mostly Cloudy"
"2016-12-05 23:00","2016","12","05","23:00","‡","0.5","","-0.2","","95","","7","","3","","24.1","","101.78","","","","","","NA"
"2016-12-06 00:00","2016","12","06","00:00","‡","-0.5","","-1.2","","95","","10","","7","","24.1","","101.80","","","","-3","","NA"
"2016-12-06 01:00","2016","12","06","01:00","‡","-1.3","","-2.7","","90","","9","","10","","32.2","","101.83","","","","-5","","Mainly Clear"
"2016-12-06 02:00","2016","12","06","02:00","‡","0.3","","-1.6","","87","","7","","5","","32.2","","101.88","","","","","","NA"
"2016-12-06 03:00","2016","12","06","03:00","‡","-0.8","","-3.0","","85","","8","","7","","32.2","","101.93","","","","-3","","NA"
"2016-12-06 04:00","2016","12","06","04:00","‡","-1.2","","-3.7","","83","","5","","7","","32.2","","101.96","","","","-4","","Mainly Clear"
"2016-12-06 05:00","2016","12","06","05:00","‡","-1.5","","-4.0","","83","","11","","5","","32.2","","101.99","","","","-3","","NA"
"2016-12-06 06:00","2016","12","06","06:00","‡","-0.7","","-4.4","","76","","8","","6","","32.2","","102.04","","","","-3","","NA"
"2016-12-06 07:00","2016","12","06","07:00","‡","-2.0","","-5.7","","76","","10","","10","","48.3","","102.08","","","","-6","","Clear"
"2016-12-06 08:00","2016","12","06","08:00","‡","-1.5","","-5.2","","76","","9","","11","","48.3","","102.14","","","","-5","","NA"
"2016-12-06 09:00","2016","12","06","09:00","‡","-0.7","","-4.6","","75","","10","","13","","48.3","","102.21","","","","-5","","NA"
"2016-12-06 10:00","2016","12","06","10:00","‡","0.6","","-4.1","","71","","10","","15","","48.3","","102.29","","","","","","Mainly Clear"
"2016-12-06 11:00","2016","12","06","11:00","‡","1.6","","-4.5","","64","","11","","11","","48.3","","102.32","","","","","","NA"
"2016-12-06 12:00","2016","12","06","12:00","‡","2.2","","-4.8","","60","","10","","15","","48.3","","102.35","","","","","","NA"
"2016-12-06 13:00","2016","12","06","13:00","‡","2.9","","-4.8","","57","","11","","10","","48.3","","102.36","","","","","","Mostly Cloudy"
"2016-12-06 14:00","2016","12","06","14:00","‡","2.2","","-6.9","","51","","12","","8","","48.3","","102.41","","","","","","NA"
"2016-12-06 15:00","2016","12","06","15:00","‡","1.5","","-5.2","","61","","10","","9","","48.3","","102.45","","","","","","NA"
"2016-12-06 16:00","2016","12","06","16:00","‡","0.6","","-5.9","","62","","10","","8","","48.3","","102.52","","","","","","Mostly Cloudy"
"2016-12-06 17:00","2016","12","06","17:00","‡","0.1","","-5.7","","65","","9","","13","","48.3","","102.59","","","","","","NA"
"2016-12-06 18:00","2016","12","06","18:00","‡","0.2","","-6.0","","63","","9","","14","","48.3","","102.65","","","","","","NA"
"2016-12-06 19:00","2016","12","06","19:00","‡","0.2","","-6.7","","60","","10","","15","","32.2","","102.69","","","","","","Mostly Cloudy"
"2016-12-06 20:00","2016","12","06","20:00","‡","-1.3","","-6.3","","69","","12","","10","","32.2","","102.74","","","","-5","","NA"
"2016-12-06 21:00","2016","12","06","21:00","‡","-1.7","","-7.1","","67","","11","","17","","32.2","","102.82","","","","-7","","NA"
"2016-12-06 22:00","2016","12","06","22:00","‡","-2.5","","-7.1","","71","","10","","13","","32.2","","102.89","","","","-7","","Mostly Cloudy"
"2016-12-06 23:00","2016","12","06","23:00","‡","-1.9","","-8.5","","61","","11","","16","","32.2","","102.96","","","","-7","","NA"
"2016-12-07 00:00","2016","12","07","00:00","‡","-2.1","","-8.4","","62","","10","","17","","32.2","","103.03","","","","-7","","NA"
"2016-12-07 01:00","2016","12","07","01:00","‡","-2.4","","-8.7","","62","","12","","9","","32.2","","103.08","","","","-6","","Mostly Cloudy"
"2016-12-07 02:00","2016","12","07","02:00","‡","-3.3","","-8.8","","66","","12","","10","","32.2","","103.13","","","","-7","","NA"
"2016-12-07 03:00","2016","12","07","03:00","‡","-3.2","","-9.7","","61","","8","","9","","32.2","","103.17","","","","-7","","NA"
"2016-12-07 04:00","2016","12","07","04:00","‡","-3.2","","-10.1","","59","","36","","2","","32.2","","103.18","","","","-4","","Mainly Clear"
"2016-12-07 05:00","2016","12","07","05:00","‡","-4.5","","-9.6","","68","","12","","4","","32.2","","103.19","","","","-6","","NA"
"2016-12-07 06:00","2016","12","07","06:00","‡","-5.7","","-9.8","","73","","11","","8","","32.2","","103.22","","","","-9","","NA"
"2016-12-07 07:00","2016","12","07","07:00","‡","-5.5","","-10.3","","69","","11","","12","","48.3","","103.24","","","","-10","","Clear"
"2016-12-07 08:00","2016","12","07","08:00","‡","-5.0","","-9.8","","69","","11","","8","","48.3","","103.24","","","","-9","","NA"
"2016-12-07 09:00","2016","12","07","09:00","‡","-4.2","","-9.1","","69","","10","","11","","48.3","","103.27","","","","-9","","NA"
"2016-12-07 10:00","2016","12","07","10:00","‡","-2.7","","-9.7","","59","","11","","13","","48.3","","103.29","","","","-7","","Clear"
"2016-12-07 11:00","2016","12","07","11:00","‡","-1.7","","-9.6","","55","","10","","11","","48.3","","103.28","","","","-6","","NA"
"2016-12-07 12:00","2016","12","07","12:00","‡","-0.8","","-10.2","","49","","10","","8","","48.3","","103.24","","","","-4","","NA"
"2016-12-07 13:00","2016","12","07","13:00","‡","-0.1","","-9.9","","48","","15","","6","","48.3","","103.21","","","","-2","","Clear"
"2016-12-07 14:00","2016","12","07","14:00","‡","0.2","","-11.3","","42","","36","","1","","48.3","","103.17","","","","","","NA"
"2016-12-07 15:00","2016","12","07","15:00","‡","0.4","","-10.5","","44","","36","","2","","48.3","","103.15","","","","","","NA"
"2016-12-07 16:00","2016","12","07","16:00","‡","-1.2","","-8.2","","59","","36","","2","","48.3","","103.12","","","","-2","","Clear"
"2016-12-07 17:00","2016","12","07","17:00","‡","-1.2","","-10.4","","50","","14","","5","","48.3","","103.08","","","","-3","","NA"
"2016-12-07 18:00","2016","12","07","18:00","‡","-2.1","","-10.0","","55","","16","","6","","48.3","","103.04","","","","-4","","NA"
"2016-12-07 19:00","2016","12","07","19:00","‡","-3.2","","-11.3","","54","","11","","10","","32.2","","103.00","","","","-7","","Clear"
"2016-12-07 20:00","2016","12","07","20:00","‡","-5.3","","-10.3","","68","","10","","13","","32.2","","102.95","","","","-10","","NA"
"2016-12-07 21:00","2016","12","07","21:00","‡","-5.5","","-10.1","","70","","10","","13","","32.2","","102.93","","","","-11","","NA"
"2016-12-07 22:00","2016","12","07","22:00","‡","-5.0","","-10.0","","68","","9","","9","","32.2","","102.90","","","","-9","","Clear"
"2016-12-07 23:00","2016","12","07","23:00","‡","-5.5","","-11.1","","65","","8","","11","","32.2","","102.86","","","","-10","","NA"
"2016-12-08 00:00","2016","12","08","00:00","‡","-5.5","","-11.1","","65","","8","","10","","32.2","","102.80","","","","-10","","NA"
"2016-12-08 01:00","2016","12","08","01:00","‡","-5.4","","-10.8","","66","","7","","6","","32.2","","102.72","","","","-8","","Mainly Clear"
"2016-12-08 02:00","2016","12","08","02:00","‡","-5.1","","-10.5","","66","","12","","10","","32.2","","102.67","","","","-9","","NA"
"2016-12-08 03:00","2016","12","08","03:00","‡","-6.5","","-10.4","","74","","9","","10","","32.2","","102.62","","","","-11","","NA"
"2016-12-08 04:00","2016","12","08","04:00","‡","-5.7","","-10.9","","67","","8","","9","","32.2","","102.58","","","","-10","","Mainly Clear"
"2016-12-08 05:00","2016","12","08","05:00","‡","-6.3","","-11.1","","69","","8","","9","","32.2","","102.49","","","","-11","","NA"
"2016-12-08 06:00","2016","12","08","06:00","‡","-4.9","","-11.3","","61","","6","","13","","32.2","","102.42","","","","-10","","NA"
"2016-12-08 07:00","2016","12","08","07:00","‡","-5.6","","-11.4","","64","","7","","6","","48.3","","102.35","","","","-8","","Mainly Clear"
"2016-12-08 08:00","2016","12","08","08:00","‡","-7.2","","-11.6","","71","","10","","11","","48.3","","102.26","","","","-12","","NA"
"2016-12-08 09:00","2016","12","08","09:00","‡","-4.9","","-9.2","","72","","9","","3","","48.3","","102.24","","","","-6","","NA"
"2016-12-08 10:00","2016","12","08","10:00","‡","-2.3","","-8.6","","62","","6","","4","","48.3","","102.18","","","","-4","","Mainly Clear"
"2016-12-08 11:00","2016","12","08","11:00","‡","-1.5","","-8.1","","61","","34","","7","","48.3","","102.08","","","","-4","","NA"
"2016-12-08 12:00","2016","12","08","12:00","‡","0.0","","-9.8","","48","","4","","5","","48.3","","101.99","","","","-2","","NA"
"2016-12-08 13:00","2016","12","08","13:00","‡","0.8","","-7.3","","55","","32","","7","","48.3","","101.87","","","","","","Mostly Cloudy"
"2016-12-08 14:00","2016","12","08","14:00","‡","2.2","","-9.1","","43","","9","","8","","48.3","","101.75","","","","","","NA"
"2016-12-08 15:00","2016","12","08","15:00","‡","2.2","","-10.1","","40","","6","","10","","48.3","","101.63","","","","","","NA"
"2016-12-08 16:00","2016","12","08","16:00","‡","-0.4","","-8.1","","56","","36","","4","","48.3","","101.60","","","","-2","","Mostly Cloudy"
"2016-12-08 17:00","2016","12","08","17:00","‡","0.2","","-11.6","","41","","8","","15","","48.3","","101.60","","","","","","NA"
"2016-12-08 18:00","2016","12","08","18:00","‡","0.3","","-12.1","","39","","6","","18","","48.3","","101.57","","","","","","NA"
"2016-12-08 19:00","2016","12","08","19:00","‡","0.2","","-11.6","","41","","7","","16","","32.2","","101.49","","","","","","Cloudy"
"2016-12-08 20:00","2016","12","08","20:00","‡","-0.2","","-11.6","","42","","10","","23","","32.2","","101.45","","","","-6","","NA"
"2016-12-08 21:00","2016","12","08","21:00","‡","0.0","","-10.9","","44","","10","","20","","32.2","","101.46","","","","-5","","NA"
"2016-12-08 22:00","2016","12","08","22:00","‡","0.3","","-11.5","","41","","8","","14","","32.2","","101.47","","","","","","Cloudy"
"2016-12-08 23:00","2016","12","08","23:00","‡","0.2","","-10.7","","44","","10","","18","","32.2","","101.47","","","","","","NA"
"2016-12-09 00:00","2016","12","09","00:00","‡","0.2","","-10.7","","44","","10","","21","","32.2","","101.48","","","","","","NA"
"2016-12-09 01:00","2016","12","09","01:00","‡","-0.2","","-11.3","","43","","10","","31","","32.2","","101.51","","","","-7","","Cloudy"
"2016-12-09 02:00","2016","12","09","02:00","‡","-0.1","","-9.9","","48","","11","","23","","32.2","","101.55","","","","-6","","NA"
"2016-12-09 03:00","2016","12","09","03:00","‡","-0.2","","-9.7","","49","","9","","17","","32.2","","101.56","","","","-5","","NA"
"2016-12-09 04:00","2016","12","09","04:00","‡","-0.4","","-7.7","","58","","10","","21","","19.3","","101.54","","","","-6","","Snow"
"2016-12-09 05:00","2016","12","09","05:00","‡","-0.7","","-5.7","","69","","10","","20","","24.1","","101.50","","","","-6","","Snow"
